Province,Employer,Address,Positions,Stream,NOC 2011,NOC Name,Incorporated Status,Approved LMIA
Newfoundland and Labrador,GOULDS FOODS INC,"PORTUGAL COVE ST PHILIPS, NL A1M 1E3",1,Low Wage,6322,Cooks,Unknown,1
Newfoundland and Labrador,Hermitage Processing Inc.,"Hermitage, NL A0H 1S0",12,Low Wage,9463,Fish and seafood plant workers,Unknown,1
Newfoundland and Labrador,J.Co Holdings Inc.,"St. John's, NL A1B 3R2",2,Low Wage,6711,"Food counter attendants, kitchen helpers and related support occupations",Unknown,1
Newfoundland and Labrador,MiKe Davis Signs Ltd.,"Mount Pearl, NL A1N 5E8",2,Low Wage,7535,Other automotive mechanical installers and servicers,Unknown,1
Newfoundland and Labrador,Sexton Lumber Co. Limited,"Bloomfield, NL A0C 1A0",20,Low Wage,9614,"Labourers in wood, pulp and paper processing",Unknown,1
Newfoundland and Labrador,Sunnyslope Foods Inc,"Torbay, NL A1K 1G3",1,Low Wage,6311,Food service supervisors,Unknown,1
Newfoundland and Labrador,Sunnyslope Foods Inc,"Torbay, NL A1K 1G3",3,Low Wage,6711,"Food counter attendants, kitchen helpers and related support occupations",Unknown,1
Newfoundland and Labrador,Vatcher Restaurant Inc,"Corner Brook, NL A2H 2Y6",1,Low Wage,6711,"Food counter attendants, kitchen helpers and related support occupations",Unknown,1
Newfoundland and Labrador,Larch Grove Farm Ltd.,"Cormack, NL A8A 2R7",3,Primary Agriculture,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1
Newfoundland and Labrador,Larch Grove Farm Ltd.,"Cormack, NL A8A 2R7",3,Primary Agriculture,8431,General farm workers,Unknown,1
Newfoundland and Labrador,Munn Poultry Farm Limited,"ST. JOHN'S, NL A1E 2C2",5,Primary Agriculture,8431,General farm workers,Unknown,1
Newfoundland and Labrador,Sunrise Dairy Ltd,"Musgravetwon, NL A0C 1Z0",2,Primary Agriculture,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1
Prince Edward Island,Bulk Carriers (P.E.I.) Limited,"Clyde River, PE C0A 1H3",15,High Wage,7511,Transport truck drivers,Unknown,1
Prince Edward Island,Diversified Divers Inc,"Hazelbrook, PE C1B 0R9",1,High Wage,7384,"Other trades and related occupations, n.e.c.",Unknown,1
Prince Edward Island,Flourish Construction Ltd.,"Stratford, PE C1B 0E6",1,High Wage,2231,Civil engineering technologists and technicians,Unknown,1
Prince Edward Island,Garland Construction Inc.,"Charlottetown, PE C1E 0M6",1,High Wage,7291,Roofers and shinglers,Unknown,1
Prince Edward Island,100066 PEI INC,"summerside, PE C1N 4Y8",1,Low Wage,6322,Cooks,Unknown,1
Prince Edward Island,101775 PEI Inc.,"Charlottetown, PE C1A 4B1",1,Low Wage,6322,Cooks,Unknown,1
Prince Edward Island,11865498 CANADA INC.,"Charlottetown, PE C1A 6B2",2,Low Wage,6322,Cooks,Unknown,1
Prince Edward Island,Atlantic Beef Products Inc.,"Albany, PE C0B 1A0",15,Low Wage,6331,"Butchers, meat cutters and fishmongers ",Unknown,1
Prince Edward Island,Charlottetown Fresh Casual Restaurants Inc.,"Charlottetown, PE C1A 4M9",2,Low Wage,6322,Cooks,Unknown,1
Prince Edward Island,DRM COMPANY LTD.,"Charlottetown, PE C1A 4N2",4,Low Wage,6332,Bakers,Unknown,1
Prince Edward Island,DRM COMPANY LTD.,"Charlottetown, PE C1A 4N2",6,Low Wage,6711,"Food counter attendants, kitchen helpers and related support occupations",Unknown,1
Prince Edward Island,KILDARE FISHERIES LTD,"Alberton, PE C0B 1B0",100,Low Wage,9463,Fish and seafood plant workers,Unknown,1
Prince Edward Island,L&C Fisheries Inc,"French River, PE C0B 1M0",8,Low Wage,9463,Fish and seafood plant workers,Unknown,1
Prince Edward Island,PEI MUSSEL FARMS INC,"MORELL, PE C0A 1S0",10,Low Wage,8613,Aquaculture and marine harvest labourers,Unknown,1
Prince Edward Island,PEI Mussel King Inc.,"MORELL, PE C0A 1S0",12,Low Wage,9618,Labourers in fish and seafood processing,Unknown,1
Prince Edward Island,Piccottcare Familia Services Inc.,"Charlottetown, PE C1A 0E3",3,Low Wage,6731,Light duty cleaners,Unknown,3
Prince Edward Island,Prince Edward Island Coffee Inc,"Charlottetown, PE C1A 4A4",1,Low Wage,6322,Cooks,Unknown,1
Prince Edward Island,100556 P.E.I. INC. G W.& R Visser Farms,"Vernon Bridge, PE C0A 2E0",5,Primary Agriculture,8431,General farm workers,Unknown,2
Prince Edward Island,7035233 Canada Inc.,"Mount Stewart, PE C0A 1T0",3,Primary Agriculture,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,1
Prince Edward Island,Arlington Orchards Inc,"arlington, PE C0B 1Y0",4,Primary Agriculture,8431,General farm workers,Unknown,1
Prince Edward Island,Atlantic Grown Organics Inc,"Spring Valley, PE C0B 1M0",10,Primary Agriculture,8431,General farm workers,Unknown,1
Prince Edward Island,Birch Farms Ltd.,"Summerside, PE C1N 4J9",5,Primary Agriculture,8431,General farm workers,Unknown,1
Prince Edward Island,BUNNY BURROW VEGETABLE CO. LTD,"Kinkora, PE C0B 1N0",2,Primary Agriculture,8431,General farm workers,Unknown,1
Prince Edward Island,Eastern Exporters Limited,"Souris, PE C0A 2B0",4,Primary Agriculture,8431,General farm workers,Unknown,2
Prince Edward Island,Eastern Farms Ltd.,"Pownal, PE C1B 3S5",1,Primary Agriculture,8431,General farm workers,Unknown,1
Prince Edward Island,Extondale Farms Ltd.,"Oyster Bed, PE C1E 0L9",2,Primary Agriculture,8431,General farm workers,Unknown,1
Prince Edward Island,Hakkers Produce Inc,"BELFAST, PE C0A 1A0",12,Primary Agriculture,8431,General farm workers,Unknown,1
Prince Edward Island,Hy-Croft Farms Inc.,"Summerside, PE C1N 4V4",2,Primary Agriculture,8431,General farm workers,Unknown,1
Prince Edward Island,Jewell's of Prince Edward Island Inc.,"York RR, PE C0A 1P0",12,Primary Agriculture,8431,General farm workers,Corporation,1
Prince Edward Island,King's County Pork Inc.,"Montague, PE C0A 1R0",2,Primary Agriculture,8252,"Agricultural service contractors, farm supervisors and specialized livestock workers",Unknown,2
Prince Edward Island,King's County Pork Inc.,"Montague, PE C0A 1R0",1,Primary Agriculture,8431,General farm workers,Unknown,1
Prince Edward Island,MGS Holdings & Distribution Ltd.,"Alberton, PE C0B 1B0",3,Primary Agriculture,8431,General farm workers,Unknown,1
Prince Edward Island,Middleton Farms Ltd,"Kinkora, PE C0B 1N0",2,Primary Agriculture,8431,General farm workers,Unknown,1
Prince Edward Island,Mol Farms Inc.,"Kinkora, PE C0B 1N0",6,Primary Agriculture,8431,General farm workers,Unknown,5
Prince Edward Island,Smith Farms Ltd.,"Kinkora, PE C0B 1N0",6,Primary Agriculture,8431,General farm workers,Unknown,1
Prince Edward Island,Valley Grove Enterprises Ltd,"Kensington, PE C0B 1M0",3,Primary Agriculture,8431,General farm workers,Unknown,1
Prince Edward Island,Vanco Farms Ltd.,"Mount Albion, PE C1B 0R4",63,Primary Agriculture,8431,General farm workers,Unknown,3
Prince Edward Island,Victoria Potato Farm Inc.,"Crapaud, PE C0A 1J0",3,Primary Agriculture,8431,General farm workers,Unknown,1
Prince Edward Island,W.P.  Griffin Inc.,"Elmsdale, PE C0B 1K0",16,Primary Agriculture,8431,General farm workers,Unknown,2
Prince Edward Island,101603 PEI Inc.,"Charlottetown, PE C1A 4B6",1,Global Talent Stream,2173,Software engineers and designers,Unknown,1
Prince Edward Island,"MAXIMUS Canada Services, Inc.","Charlottetown, PE C1A 4K9",1,Global Talent Stream,2172,Database analysts and data administrators,Unknown,1
Nova Scotia,10094277 Canada Inc,"Halifax, NS B3J 2T9",2,High Wage,2175,Web designers and developers,Unknown,1
Nova Scotia,Acadian Seaplants Limited,"Dartmouth, NS B3B 1X8",1,High Wage,2121,Biologists and related scientists,Unknown,1
Nova Scotia,ATLANTIC QUALITY PAINTING AND MAINTENANCE SERVICES LTD.,"Halifax, NS B3T 1H1",1,High Wage,6731,Light duty cleaners,Unknown,1
Nova Scotia,BTTC (Canada) Incorporated,"Halifax, NS B3J 3R7",1,High Wage,1122,Professional occupations in business management consulting,Unknown,1
Nova Scotia,Chedabucto Log Home Construction LTD,"Boylston, NS B0H 1G0",1,High Wage,7271,Carpenters,Unknown,1
Nova Scotia,CONNORS TRANSFER LIMITED,"Stellarton, NS B0K 1S0",20,High Wage,7511,Transport truck drivers,Unknown,1
Nova Scotia,Darr Welding and Fabricating Limited,"Halifax, NS B0J 2L0",1,High Wage,2231,Civil engineering technologists and technicians,Unknown,1
Nova Scotia,FIRST GENERAL SERVICES (HALIFAX) LTD.,"Dartmouth, NS B3B 1W2",1,High Wage,7611,Construction trades helpers and labourers,Unknown,1
Nova Scotia,Genius Automotive Inc,"Truro, NS B2N 1B2",3,High Wage,7321,"Automotive service technicians, truck and bus mechanics and mechanical repairers",Unknown,1
Nova Scotia,Irving Shipbuilding Inc,"Halifax, NS B3K 5M7",3,High Wage,0211,Engineering managers,Unknown,3
Nova Scotia,Irving Shipbuilding Inc,"Halifax, NS B3K 5M7",1,High Wage,0911,Manufacturing managers,Unknown,1
Nova Scotia,Irving Shipbuilding Inc,"Halifax, NS B3K 5M7",1,High Wage,1215,"Supervisors, supply chain, tracking and scheduling co",Unknown,1
Nova Scotia,Irving Shipbuilding Inc,"Halifax, NS B3K 5M7",1,High Wage,2141,Industrial and manufacturing engineers,Unknown,1
Nova Scotia,Irving Shipbuilding Inc,"Halifax, NS B3K 5M7",1,High Wage,2171,Information systems analysts and consultants,Unknown,1
Nova Scotia,Olde Town Hills Community Limited,"Bedford, NS B4A 1E5",1,High Wage,0601,Corporate sales managers,Unknown,1
Nova Scotia,Portland Custom Millwork Limited,"Dartmouth, NS B3B 1S3",1,High Wage,2252,Industrial designers,Unknown,1
Nova Scotia,Quality Blasting & Coating Limited,"Dartmouth, NS B2Y 4W6",10,High Wage,9536,"Industrial painters, coaters and metal finishing process operators",Unknown,1
Nova Scotia,Sobeys Inc.,"Stellarton, NS B0K 0A2",2,High Wage,6331,"Butchers, meat cutters and fishmongers ",Unknown,1
Nova Scotia,Supreme Investement Ltd,"Bedford, NS B4A 1E4",1,High Wage,1221,Administrative officers,Unknown,1
Nova Scotia,Ubique Networks Inc.,"Sydney, NS B1P 1J7",1,High Wage,0015,Senior managers ,Unknown,1
Nova Scotia,Whitestone Building and Renovations Ltd.,"Halifax, NS B3T 1A2",1,High Wage,7271,Carpenters,Unknown,1
Nova Scotia,Zutphen Equipment Inc.,"South West Mabou, NS B0E 1X0",1,High Wage,7312,Heavy,Unknown,1
Nova Scotia,10656330 Canada Inc.,"Bedford, NS B4B 1G7",1,Low Wage,1311,Accounting technicians and bookkeepers,Unknown,1
Nova Scotia,11336690 Canada Inc.,"Dartmouth, NS B3B 1T3",4,Low Wage,7511,Transport truck drivers,Unknown,1
Nova Scotia,1213461 Ontario Limited,"Middleton, NS B0S 1P0",1,Low Wage,6711,"Food counter attendants, kitchen helpers and related support occupations",Unknown,1
Nova Scotia,1950740 Ontario Limited,"Dartmouth, NS B2X 1R5",1,Low Wage,0631,Restaurant and food service managers,Unknown,1
Nova Scotia,1950740 Ontario Limited,"Dartmouth, NS B2X 1R5",1,Low Wage,6311,Food service supervisors,Unknown,1
Nova Scotia,3091914 NS LTD,"HALIFAX, NS B3K 1H8",1,Low Wage,6525,Hotel front desk clerks,Unknown,1
Nova Scotia,3094037 Nova Scotia Limited,"Bedford, NS B4A 3Y4",3,Low Wage,6322,Cooks,Unknown,1
Nova Scotia,3287893 Nova Scotia Limited,"HALIFAX, NS B3J 0J1",1,Low Wage,6322,Cooks,Unknown,1
Nova Scotia,3292516 Nova Scotia Ltd.,"HAMMONDS PLAINS, NS B4B 1B4",3,Low Wage,6331,"Butchers, meat cutters and fishmongers ",Unknown,1
Nova Scotia,3298225 NOVA SCOTIA LIMITED,"BEAVER BANK, NS B4G 1E8",1,Low Wage,6322,Cooks,Unknown,1
Nova Scotia,3322016 Nova Scotia limited,"Bridgewater, NS B4V 1A9",1,Low Wage,6322,Cooks,Unknown,1
Nova Scotia,3331445 Nova Scotia Limited,"Halifax, NS B3M 3W8",1,Low Wage,6322,Cooks,Unknown,1
Nova Scotia,3334892 NOVA SCOTIA LIMITED,"BEDFORD, NS B4B 2E6",1,Low Wage,6711,"Food counter attendants, kitchen helpers and related support occupations",Unknown,1
Nova Scotia,3339910 NOVA SCOTIA LIMITED,"Halifax, NS B3N 2R8",1,Low Wage,6322,Cooks,Unknown,1
Nova Scotia,631629 NB Inc,"Dartmouth, NS B3B 1X7",4,Low Wage,6711,"Food counter attendants, kitchen helpers and related support occupations",Unknown,1
Nova Scotia,631629 NB Inc,"Dartmouth, NS B3B 1X7",10,Low Wage,6731,Light duty cleaners,Unknown,1
Nova Scotia,653349 N.B. Inc.,"Amherst, NS B4H 4R7",3,Low Wage,6311,Food service supervisors,Unknown,1
Nova Scotia,A & D Services Ltd.,"New Minas, NS B4N 3K9",2,Low Wage,6322,Cooks,Unknown,1
Nova Scotia,Adam SG Enterprises Limited,"Lunenburg, NS B0J 2C0",4,Low Wage,6322,Cooks,Unknown,1
Nova Scotia,Adcor Marketing Limited,"yarmouth, NS B5A 2T6",11,Low Wage,6311,Food service supervisors,Unknown,5
Nova Scotia,Adcor Marketing Limited,"yarmouth, NS B5A 2T6",8,Low Wage,6711,"Food counter attendants, kitchen helpers and related support occupations",Unknown,2
Nova Scotia,Atlantic Hardchrome Limited,"Dartmouth, NS B3B 1N2",1,Low Wage,9417,Machining tool operators,Unknown,1
Nova Scotia,ATLANTIC QUALITY PAINTING AND MAINTENANCE SERVICES LTD.,"Halifax, NS B3T 1H1",1,Low Wage,6315,Cleaning supervisors,Unknown,1
Nova Scotia,ATLANTIC QUALITY PAINTING AND MAINTENANCE SERVICES LTD.,"Halifax, NS B3T 1H1",1,Low Wage,7294,Painters and decorators (except interior decorators),Unknown,1
Nova Scotia,Bakeco Management Inc,"Eastern Passage, NS B3G 1M6",1,Low Wage,6311,Food service supervisors,Unknown,1
Nova Scotia,Benco Foods Limited,"Upper Tantallon, NS B3Z 1H3",1,Low Wage,6311,Food service supervisors,Unknown,1
Nova Scotia,Blue Elephant Thai Restaurant,"Bedford, NS B3M 0G2",2,Low Wage,6322,Cooks,Unknown,2
Nova Scotia,BMC Seafoods Limited,"Meteghan, NS B0W 2J0",20,Low Wage,9618,Labourers in fish and seafood processing,Unknown,1
Nova Scotia,Brandner Investments Ltd,"Lunenburg, NS B0J 2C0",1,Low Wage,6311,Food service supervisors,Unknown,1
Nova Scotia,DJAJ Property Ltd.,"Halifax, NS B3L 1L2",3,Low Wage,6322,Cooks,Unknown,1
Nova Scotia,DRIFT RESTAURANT GROUP LIMITED PARTNERSHIP,"Halifax, NS B3J 1S5",21,Low Wage,6322,Cooks,Unknown,1
Nova Scotia,Fisherman's Market International Incorporated,"Halifax, NS B3M 2L6",11,Low Wage,9463,Fish and seafood plant workers,Unknown,1
Nova Scotia,Fisherman's Market International Incorporated,"Halifax, NS B3M 2L6",21,Low Wage,9618,Labourers in fish and seafood processing,Unknown,2
Nova Scotia,Grace Murray Inc,"Bridgewater, NS B4V 7P4",2,Low Wage,6322,Cooks,Unknown,1
Nova Scotia,Happy Veal Hot Pot Ltd.,"Halifax, NS B3J 2K9",1,Low Wage,6322,Cooks,Unknown,1
Nova Scotia,Hong Sheng International Ltd.,"Halifax, NS B3S 1C8",5,Low Wage,6322,Cooks,Unknown,1
Nova Scotia,JE Bembridge Enterprise Ltd,"amherst, NS B4H 3E4",1,Low Wage,6322,Cooks,Unknown,1
Nova Scotia,Jibro Enterprise Inc,"Halifax, NS B3J 3T1",1,Low Wage,6322,Cooks,Unknown,1
Nova Scotia,LEI FONG HONG GOODS DISTRIBUTOR INC.,"HALIFAX, NS B3J 3K3",1,Low Wage,7452,Material handlers,Unknown,1
Nova Scotia,Les Entreprises Samson Enterprises Ltee,"Petit De Grat, NS B0E 2L0",10,Low Wage,9535,"Plastic products assemblers, finishers and inspectors",Unknown,1
Nova Scotia,LIGHTHOUSE RESTAURANT LIMITED,"ANTIGONISH, NS B2G 2L4",1,Low Wage,6322,Cooks,Unknown,1
Nova Scotia,Lobsterboys SH Ltd,"Shag Harbour, NS B0W 3B0",10,Low Wage,9618,Labourers in fish and seafood processing,Unknown,1
Nova Scotia,Long Point Lobster & Seafood Limited,"NEWELLTON, NS B0W 1P0",6,Low Wage,9618,Labourers in fish and seafood processing,Unknown,1
Nova Scotia,Louisbourg Seafoods Limited,"Louisbourg, NS B1C 1B5",20,Low Wage,9463,Fish and seafood plant workers,Unknown,1
Nova Scotia,M.J.N.J Investments Ltd,"Lunenburg, NS B0J 2C0",10,Low Wage,6311,Food service supervisors,Unknown,7
Nova Scotia,M.J.N.J Investments Ltd,"Lunenburg, NS B0J 2C0",12,Low Wage,6711,"Food counter attendants, kitchen helpers and related support occupations",Unknown,3
Nova Scotia,MCLEAN'S SERVICE CENTER LIMITED,"Newport, NS B0N 2A0",2,Low Wage,6421,Retail salespersons,Unknown,1
Nova Scotia,Mic-mac beverage room (2006) ltd,"Dartmouth, NS B2X 2C3",6,Low Wage,6322,Cooks,Unknown,1
Nova Scotia,naan n curry Restaurant LTD,"Halifax, NS B3L 4N2",1,Low Wage,6322,Cooks,Unknown,1
Nova Scotia,New Indian Bazaar Inc,"Halifax, NS B3S 1B3",1,Low Wage,6211,Retail sales supervisors,Unknown,1
Nova Scotia,NS KT Foods Inc.,"Halifax, NS B3L 2H8",1,Low Wage,6311,Food service supervisors,Unknown,1
Nova Scotia,NS KT Foods Inc.,"Halifax, NS B3L 2H8",2,Low Wage,6711,"Food counter attendants, kitchen helpers and related support occupations",Unknown,1
Nova Scotia,QUEEN AND CABLE LIMITED PARTNERSHIP,"Halifax, NS B3J 0J2",13,Low Wage,6322,Cooks,Unknown,1
Nova Scotia,R.L. Dunlap (2019) Limited,"East Mountain, NS B6L 2N6",2,Low Wage,6731,Light duty cleaners,Unknown,1
Nova Scotia,RANDY'S PIZZA & DONAIR - LOWER SACKVILLE,"Lower Sackville, NS B4C 2S4",3,Low Wage,6322,Cooks,Unknown,1
Nova Scotia,SAWLUTIONS INC.,"Dartmouth, NS B3B 1Z1",1,Low Wage,7452,Material handlers,Unknown,1
Nova Scotia,Sydney Fresh Casual Restaurants Inc.,"Sydney, NS B1P 5S8",2,Low Wage,6322,Cooks,Unknown,1
Nova Scotia,Tomcat Holdings Ltd.,"Upper Tantallon, NS B3Z 4R2",4,Low Wage,6711,"Food counter attendants, kitchen helpers and related support occupations",Unknown,1
Nova Scotia,WOW! Food Systems Incorporated,"Truro, NS B2N 6M5",1,Low Wage,6322,Cooks,Unknown,1
Nova Scotia,Allen Farms Limited,"Billtown, NS B0P 1J0",3,Primary Agriculture,8431,General farm workers,Unknown,1
Nova Scotia,Apple Lane Farm Inc,"Berwick, NS B0P 1E0",6,Primary Agriculture,8431,General farm workers,Unknown,1
Nova Scotia,Atlantic Poultry Incorporated,"Port Williams, NS B0P 1T0",6,Primary Agriculture,8431,General farm workers,Corporation,2
Nova Scotia,Balamore Farm Ltd,"Great Village, NS B0M 1L0",20,Primary Agriculture,8431,General farm workers,Unknown,1
Nova Scotia,Bayview Poultry Farms Ltd,"Masstown, NS B0M 1G0",6,Primary Agriculture,8431,General farm workers,Unknown,1
Nova Scotia,Best Farms Ltd,"Woodville, NS B0P 1V0",3,Primary Agriculture,8431,General farm workers,Partnership,1
Nova Scotia,Birchleigh Farms LTD.,"Berwick, NS B0P 1E0",10,Primary Agriculture,8431,General farm workers,Unknown,2
Nova Scotia,CAP Farms Inc,"Grafton, NS B0P 1V0",9,Primary Agriculture,8431,General farm workers,Unknown,1
Nova Scotia,Charles Keddy Farms Limited,"Lakeville, NS B4N 3V7",22,Primary Agriculture,8431,General farm workers,Unknown,2
Nova Scotia,Craig Nichols Farms Limited,"Aylesford, NS B0P 1C0",70,Primary Agriculture,8431,General farm workers,Unknown,6
Nova Scotia,Crisp Growers Incorporated,"Berwick, NS B0P 1E0",39,Primary Agriculture,8431,General farm workers,Unknown,3
Nova Scotia,DeLong Farm Products Limited,"New Germany, NS B0R 1E0",24,Primary Agriculture,8432,Nursery and greenhouse workers,Unknown,2
Nova Scotia,Evangeline Orchards Limited,"Port Williams, NS B0P 1T0",1,Primary Agriculture,8431,General farm workers,Unknown,1
Nova Scotia,G & C Hughes Enterprises Limited,"New Ross, NS B0J 2M0",15,Primary Agriculture,8432,Nursery and greenhouse workers,Unknown,1
Nova Scotia,G.A.R. Tree Farms Ltd,"Barss Corner, NS B0R 1A0",7,Primary Agriculture,8432,Nursery and greenhouse workers,Unknown,2
Nova Scotia,J & B Millen Farms Limited,"Great Village, NS B0M 1L0",5,Primary Agriculture,8431,General farm workers,Unknown,1
Nova Scotia,J & M Reeves Christmas Greens Limited,"New Ross, NS B0J 2M0",5,Primary Agriculture,8432,Nursery and greenhouse workers,Unknown,1
Nova Scotia,LUTZ FAMILY FARM LTD,"Berwick, NS B0P 1E0",3,Primary Agriculture,8611,Harvesting labourers,Unknown,1
Nova Scotia,M. KEDDY FARM & FOREST LTD.,"New Ross, NS B0J 2M0",6,Primary Agriculture,8431,General farm workers,Unknown,1
Nova Scotia,Noggins Corner Farm II Ltd.,"Greenwich, NS B4P 2R2",6,Primary Agriculture,8431,General farm workers,Unknown,1
Nova Scotia,Northridge Farms N.S. Limited,"Aylesford, NS B0P 1C0",2,Primary Agriculture,8431,General farm workers,Unknown,1
Nova Scotia,Power Farms Inc.,"Canning, NS B0P 1H0",14,Primary Agriculture,8431,General farm workers,Unknown,2
Nova Scotia,Power Farms Inc.,"Canning, NS B0P 1H0",2,Primary Agriculture,8432,Nursery and greenhouse workers,Unknown,1
Nova Scotia,Reimer Gardens Inc.,"Waterville, NS B0P 1V0",13,Primary Agriculture,8431,General farm workers,Corporation,4
Nova Scotia,Sawler Gardens Ltd.,"Somerset, NS B0P 1E0",4,Primary Agriculture,8431,General farm workers,Unknown,1
Nova Scotia,Stirling Fruit Farms (2000) Ltd,"Greenwich, NS B4P 2R2",68,Primary Agriculture,8431,General farm workers,Unknown,5
Nova Scotia,Stirlings Mountainside Farms 2017 Ltd,"Centreville, NS B0P 1J0",10,Primary Agriculture,8431,General farm workers,Unknown,1
Nova Scotia,Stokdijk Greenhouses Ltd,"Beaver Brook, NS B6L 1H3",12,Primary Agriculture,8431,General farm workers,Unknown,1
Nova Scotia,Sunny Point Farms Limited,"Noel, NS B0N 1T0",2,Primary Agriculture,8431,General farm workers,Corporation,1
Nova Scotia,TapRoot Farms Inc.,"Port Williams, NS B0P 1T0",20,Primary Agriculture,8431,General farm workers,Unknown,1
Nova Scotia,Thiessen Farm Ltd.,"Grafton, NS B0P 1V0",11,Primary Agriculture,8431,General farm workers,Unknown,3
Nova Scotia,Traditional Evergreen Tree Farms Ltd.,"Wileville, NS B4V 5J3",2,Primary Agriculture,8432,Nursery and greenhouse workers,Unknown,1
Nova Scotia,Van Meekeren Farms Ltd.,"Lakeville, NS B4N 3V7",10,Primary Agriculture,8431,General farm workers,Unknown,3
Nova Scotia,Van Meekeren Farms Ltd.,"Lakeville, NS B4N 3V7",3,Primary Agriculture,8611,Harvesting labourers,Unknown,2
Nova Scotia,Walsh Farms Inc.,"Rockland, NS B0P 1E0",5,Primary Agriculture,8431,General farm workers,Corporation,1
Nova Scotia,Webster Farms Limited,"Cambridge, NS B0P 1G0",12,Primary Agriculture,8611,Harvesting labourers,Unknown,1
Nova Scotia,Wohlgemuth Farms Ltd.,"Aylesford, NS B0P 1C0",3,Primary Agriculture,8431,General farm workers,Unknown,2
Nova Scotia,Axis Specialty Canada Services ULC,"Halifax, NS B3J 0E8",1,Global Talent Stream,2173,Software engineers and designers,Corporation,1
Nova Scotia,Delicious Brains Inc.,"Bible Hill, NS B6L 4G5",1,Global Talent Stream,2174,Computer programmers and interactive media developers,Unknown,1
Nova Scotia,DOCMATION CANADA ULC,"Halifax, NS B3M 2L8",1,Global Talent Stream,2171,Information systems analysts and consultants,Unknown,1
Nova Scotia,DOCMATION CANADA ULC,"Halifax, NS B3M 2L8",1,Global Talent Stream,2173,Software engineers and designers,Unknown,1
Nova Scotia,Irving Shipbuilding Inc.,"Halifax, NS B3K  5M",1,Global Talent Stream,0016,Senior managers ,Corporation,1
Nova Scotia,Maritime Digital Art and Design ltd,"Halifax, NS B3J 1G5",1,Global Talent Stream,2281,Computer network technicians,Unknown,1
Nova Scotia,Nova Scotia Power Inc.,"Halifax, NS B3J 3S8",1,Global Talent Stream,2174,Computer programmers and interactive media developers,Unknown,1
Nova Scotia,Nuro Techonology (Canada) Company,"Halifax, NS B3J  2X",1,Global Talent Stream,2173,Software engineers and designers,Corporation,1
Nova Scotia,REDspace Inc.,"Bedford, NS B4A 3Y4",2,Global Talent Stream,2171,Information systems analysts and consultants,Corporation,2
Nova Scotia,REDspace Inc.,"Bedford, NS B4A 3Y4",7,Global Talent Stream,2174,Computer programmers and interactive media developers,Corporation,7
